CustomerID,CreditScore,State,Age,Years,Balance,NumOfAccounts,HasCard,IsActiveMember,EstimatedSalary,CheckingAcct
15687153,850.0,Connecticut,49.0,8,98649.55,1,1,0,119175,1
15687162,461.0,New Jersey,51.0,9,119889.84,1,0,0,56768,1
15687329,763.0,Connecticut,32.0,1,108465.65,2,1,0,60552,1
15687372,547.0,Connecticut,49.0,8,121537.71,2,1,0,46521,1
15687421,559.0,New York,67.0,9,125919.35,1,1,0,175911,1
15687491,817.0,Connecticut,45.0,9,101207.75,1,0,0,88211,1
15687626,527.0,New Jersey,39.0,4,0.0,2,1,0,167183,1
15687658,716.0,New Jersey,52.0,7,65971.61,2,1,0,14608,1
15688409,742.0,New Jersey,28.0,2,191864.51,1,1,0,108458,1
15688691,665.0,Connecticut,51.0,9,110610.41,2,0,1,1113,1
15688849,609.0,New Jersey,48.0,1,108019.27,3,1,1,184525,1
15688880,672.0,Connecticut,40.0,10,102980.44,1,1,0,1286,1
15688951,789.0,Connecticut,43.0,8,119654.44,2,0,1,148412,1
15688963,731.0,New Jersey,52.0,10,0.0,1,1,1,24999,1
15689081,692.0,New Jersey,29.0,4,0.0,1,1,0,76756,1
15689328,705.0,Connecticut,48.0,9,114169.16,1,0,0,173273,1
15689341,655.0,New Jersey,50.0,10,0.0,4,1,0,179268,1
15689351,742.0,Connecticut,41.0,4,92805.72,1,0,1,73744,1
15689514,625.0,New Jersey,43.0,8,201696.07,1,1,0,133021,1
15689526,542.0,Connecticut,35.0,9,127543.11,2,1,0,469,1
15689598,722.0,New Jersey,46.0,6,0.0,1,1,1,93918,1
15689781,826.0,New Jersey,49.0,0,0.0,1,0,0,178710,1
15689786,850.0,Connecticut,56.0,1,169743.83,1,0,0,155850,1
15689886,626.0,Connecticut,39.0,10,132287.92,3,1,1,51468,1
15689980,725.0,New York,36.0,4,118520.26,1,0,0,131174,1
15690007,434.0,Connecticut,58.0,9,125801.03,2,1,0,60892,1
15690021,502.0,Connecticut,42.0,0,132002.7,1,0,1,28205,1
15690169,645.0,New Jersey,31.0,7,161171.7,2,1,0,12600,1
15690182,635.0,Connecticut,37.0,5,113488.68,1,1,0,95612,1
15690188,631.0,New Jersey,33.0,7,0.0,1,1,1,58043,1
15690546,618.0,New Jersey,42.0,2,0.0,4,0,0,111097,1
15690647,582.0,New York,46.0,8,67563.31,1,1,0,44506,1
15690733,608.0,New York,45.0,4,0.0,2,0,0,36697,1
15690743,536.0,New Jersey,61.0,8,65190.29,1,1,1,64308,1
15690829,430.0,Connecticut,49.0,3,137115.16,1,1,0,146517,1
15690925,527.0,New York,29.0,2,27755.97,1,1,0,97468,1
15691004,407.0,New York,37.0,1,0.0,1,1,1,49161,1
15691104,460.0,Connecticut,40.0,6,119507.58,2,1,0,91561,1
15691287,675.0,Connecticut,33.0,0,141816.25,1,1,0,64815,1
15691513,592.0,New Jersey,60.0,9,0.0,4,1,1,13614,1
15691703,545.0,New Jersey,47.0,8,105792.49,1,0,1,67830,1
15691785,850.0,New Jersey,61.0,1,0.0,1,1,0,53068,1
15691817,547.0,New York,44.0,5,0.0,3,0,0,5459,1
15691906,664.0,Connecticut,49.0,5,127421.78,2,1,0,108877,1
15692106,606.0,New York,25.0,3,147386.72,3,1,0,45482,1
15692142,707.0,Connecticut,48.0,7,105086.74,1,1,1,180345,1
15692291,563.0,New York,42.0,6,99056.22,2,1,0,154348,1
15692416,358.0,New York,52.0,8,143542.36,3,1,0,141959,1
15692443,612.0,New York,33.0,5,69478.57,1,1,0,8974,1
15692575,760.0,New Jersey,38.0,6,162888.73,1,1,0,91099,1
15692744,512.0,New Jersey,36.0,4,152169.12,2,0,0,38629,1
15692750,629.0,Connecticut,45.0,7,129818.39,3,1,0,9218,1
15692929,791.0,Connecticut,42.0,10,113657.41,2,0,1,139947,1
15693199,739.0,New Jersey,37.0,8,0.0,2,1,0,191557,1
15693205,691.0,Connecticut,41.0,8,109153.96,3,1,1,148849,1
15693376,741.0,New York,43.0,0,0.0,2,1,1,2921,1
15693764,663.0,New York,52.0,0,136298.65,1,1,0,144593,1
15693771,651.0,New York,45.0,8,95922.9,1,1,0,84782,1
15693864,567.0,Connecticut,49.0,5,134956.02,1,1,0,93954,1
15694129,569.0,Connecticut,28.0,3,100032.52,1,1,0,5159,1
15694200,693.0,New Jersey,36.0,8,178111.82,1,0,0,58720,1
15694376,705.0,Connecticut,64.0,3,153469.26,3,0,0,146574,1
15694408,749.0,New Jersey,40.0,1,139290.41,1,1,0,182855,1
15694444,648.0,Connecticut,32.0,8,157138.99,3,1,0,190994,1
15694456,756.0,New Jersey,62.0,3,0.0,1,1,1,11199,1
15694556,684.0,New Jersey,60.0,2,116563.58,1,1,0,120258,1
15694566,602.0,New Jersey,42.0,10,0.0,2,0,0,169921,1
15694666,707.0,New York,48.0,8,88441.64,1,1,1,119903,1
15694765,610.0,Connecticut,49.0,6,113882.33,1,1,0,195814,1
15694821,765.0,Connecticut,43.0,4,148962.76,1,0,1,173879,1
15694860,675.0,New Jersey,38.0,6,68065.8,1,0,0,138777,1
15695339,517.0,Connecticut,53.0,0,109172.88,1,1,0,54676,1
15696287,682.0,Connecticut,38.0,1,116520.28,1,1,1,49834,1
15696301,719.0,New Jersey,37.0,9,101455.7,1,1,0,25804,1
15696373,687.0,New Jersey,44.0,9,0.0,2,0,0,103042,1
15696674,643.0,Connecticut,45.0,2,150842.93,1,0,1,2320,1
15696852,803.0,New Jersey,32.0,9,192122.84,1,1,1,54277,1
15696989,469.0,Connecticut,52.0,8,139493.25,3,0,0,150093,1
15697100,772.0,Connecticut,48.0,6,108736.52,1,1,0,184565,1
15697311,697.0,New York,56.0,5,110802.03,1,1,1,50230,1
15697360,505.0,New Jersey,36.0,2,79951.9,1,0,1,174123,1
15697424,597.0,New York,30.0,2,119370.11,1,1,1,182726,1
15697441,485.0,New Jersey,29.0,7,182123.79,1,1,0,116829,1
15697510,707.0,New York,52.0,7,0.0,1,1,0,109689,1
15697801,605.0,Connecticut,56.0,1,74129.18,2,1,1,62200,1
15697844,721.0,New York,32.0,10,0.0,1,1,0,136120,1
15697997,602.0,New Jersey,33.0,5,164704.38,1,0,1,180716,1
15698528,599.0,New York,31.0,3,0.0,1,1,1,130086,1
15698716,620.0,New Jersey,70.0,3,87926.24,2,1,0,33350,1
15698786,819.0,New Jersey,39.0,9,133102.92,1,1,0,27046,1
15698902,547.0,Connecticut,42.0,1,142703.4,1,1,0,86207,1
15698953,636.0,New York,36.0,1,0.0,3,1,1,74048,1
15699095,603.0,New Jersey,24.0,3,0.0,1,1,1,198826,1
15699247,791.0,New Jersey,44.0,5,0.0,2,1,1,123978,1
15699309,510.0,New York,38.0,4,0.0,1,1,0,118914,1
15699415,618.0,New Jersey,46.0,6,150213.71,1,1,0,120668,1
15699772,428.0,Connecticut,40.0,3,129248.11,2,1,0,72876,1
15700212,475.0,New Jersey,46.0,10,0.0,2,0,0,122953,1
15700263,569.0,New Jersey,66.0,2,0.0,1,1,0,130784,1
15700300,674.0,Connecticut,44.0,4,131593.85,1,0,1,171345,1
15700394,713.0,New York,26.0,4,122857.46,2,1,0,144682,1
15700460,530.0,New Jersey,55.0,4,120905.03,1,0,1,123476,1
15700487,805.0,New Jersey,46.0,6,118022.06,3,1,0,162643,1
15700627,637.0,Connecticut,46.0,2,143500.82,1,1,0,166996,1
15700801,850.0,Connecticut,42.0,6,84445.68,3,0,1,60021,1
15700854,595.0,New York,35.0,8,0.0,1,1,0,100016,1
15701121,521.0,New Jersey,38.0,5,110641.18,1,0,1,136508,1
15701280,576.0,New Jersey,24.0,3,0.0,1,0,1,78498,1
15701301,646.0,New Jersey,42.0,3,175159.9,2,0,0,67124,1
15701319,614.0,Connecticut,37.0,6,96340.81,2,1,1,139377,1
15701439,698.0,New York,50.0,1,0.0,4,1,0,88567,1
15701537,756.0,New Jersey,60.0,2,0.0,1,1,1,166513,1
15701602,521.0,Connecticut,52.0,5,116497.31,3,0,0,53793,1
15701687,664.0,New York,44.0,7,77526.66,3,0,0,57339,1
15701738,612.0,Connecticut,44.0,2,115163.38,1,1,1,97678,1
15701936,467.0,Connecticut,28.0,10,126315.26,1,1,0,32349,1
15702095,585.0,New York,56.0,1,128472.8,1,1,0,186477,1
15702298,655.0,Connecticut,41.0,8,125561.97,1,0,0,164041,1
15702462,619.0,New York,44.0,6,52831.13,1,1,1,112649,1
15702541,551.0,New Jersey,59.0,2,166968.28,1,1,0,159484,1
15702571,778.0,Connecticut,35.0,1,151958.19,3,1,1,131238,1
15702601,680.0,Connecticut,30.0,4,108300.27,2,0,1,44385,1
15702801,677.0,New Jersey,29.0,3,86616.35,1,0,0,91904,1
15702912,752.0,New York,35.0,2,0.0,1,1,0,44336,1
15703037,618.0,New Jersey,37.0,5,0.0,1,0,1,178705,1
15703541,772.0,Connecticut,51.0,9,143930.92,1,0,1,46676,1
15703728,700.0,New York,47.0,4,0.0,1,1,0,121799,1
15703793,738.0,Connecticut,58.0,2,133745.44,4,1,0,28374,1
15703820,552.0,New Jersey,42.0,9,133701.07,2,1,0,101070,1
15704053,710.0,New York,62.0,3,131078.42,2,1,0,119349,1
15704160,648.0,New York,49.0,5,0.0,1,1,0,149946,1
15704168,535.0,Connecticut,38.0,8,127475.24,1,0,0,60776,1
15704209,802.0,New Jersey,39.0,7,120145.96,2,0,1,59497,1
15704284,736.0,Connecticut,57.0,9,95295.39,1,1,0,28434,1
15704442,672.0,New Jersey,53.0,9,169406.33,4,1,1,147311,1
15704583,651.0,New Jersey,56.0,2,0.0,1,1,0,114523,1
15704657,601.0,New Jersey,39.0,3,72647.64,1,1,0,41778,1
15704763,523.0,Connecticut,39.0,1,143903.11,1,1,1,118712,1
15704788,812.0,New York,49.0,8,66079.45,2,0,0,91557,1
15705009,649.0,New Jersey,56.0,8,156974.26,1,1,0,89405,1
15705448,647.0,Connecticut,52.0,7,130013.12,1,1,1,190806,1
15705860,631.0,Connecticut,40.0,3,107949.45,1,1,0,52450,1
15705953,721.0,New York,51.0,0,169312.13,1,1,0,109078,1
15706005,674.0,New Jersey,46.0,2,174701.05,1,1,0,90190,1
15706071,528.0,Connecticut,39.0,0,127631.62,1,0,1,22198,1
15706163,518.0,Connecticut,46.0,4,113625.93,1,0,0,92727,1
15706232,595.0,New Jersey,52.0,9,0.0,1,1,1,106341,1
15706458,812.0,Connecticut,39.0,5,115730.71,3,1,1,185599,1
15706534,581.0,New Jersey,47.0,1,122949.14,1,0,0,180252,1
15706557,626.0,New Jersey,52.0,0,0.0,2,1,0,32159,1
15706799,719.0,New York,44.0,4,0.0,1,0,0,84973,1
15706815,515.0,Connecticut,37.0,2,90432.92,1,1,1,188366,1
15707322,779.0,New Jersey,48.0,2,115290.27,1,0,0,98913,1
15707362,514.0,Connecticut,43.0,1,95556.31,1,0,1,199274,1
15707567,732.0,Connecticut,50.0,6,145338.76,1,0,0,91936,1
15707596,546.0,Connecticut,74.0,8,114888.74,2,1,1,66733,1
15707602,539.0,New Jersey,47.0,2,127286.04,2,1,1,166929,1
15707637,765.0,New Jersey,56.0,1,0.0,1,1,0,13229,1
15707674,515.0,New Jersey,58.0,2,131852.81,1,1,0,81437,1
15707861,520.0,New Jersey,46.0,10,85216.61,1,1,0,117370,1
15707968,545.0,New York,36.0,8,73211.12,2,1,0,89587,1
15708063,712.0,New Jersey,36.0,2,100749.5,3,0,0,70758,1
15708212,648.0,New York,54.0,7,118241.02,1,1,0,172587,1
15708265,581.0,New York,24.0,10,159203.71,1,1,1,102518,1
15708504,790.0,Connecticut,50.0,8,121438.58,1,1,1,176472,1
15708534,524.0,New York,64.0,5,0.0,1,1,0,136080,1
15708867,684.0,New York,38.0,3,134168.5,3,1,0,3967,1
15709016,687.0,Connecticut,47.0,1,91219.29,1,0,0,158845,1
15709117,823.0,New York,46.0,3,81576.75,1,1,1,28371,1
15709252,616.0,Connecticut,28.0,10,105173.99,1,0,1,29835,1
15709474,740.0,Connecticut,57.0,3,113386.36,2,1,1,65122,1
15709920,479.0,New Jersey,33.0,2,208165.53,1,0,0,50775,1
15709941,753.0,New Jersey,46.0,8,0.0,3,1,0,90748,1
15709994,658.0,New Jersey,40.0,7,140596.95,1,0,1,135459,1
15710012,738.0,New York,44.0,2,0.0,2,1,0,43019,1
15710034,637.0,Connecticut,43.0,1,135645.29,2,0,1,101383,1
15710087,705.0,Connecticut,54.0,3,125889.3,3,1,0,96014,1
15710105,581.0,Connecticut,26.0,3,105099.45,1,1,1,184520,1
15710164,523.0,New Jersey,73.0,7,0.0,2,0,0,130884,1
15710315,529.0,Connecticut,29.0,4,135759.4,1,0,0,112814,1
15710365,646.0,New Jersey,50.0,0,104129.24,2,1,0,181795,1
15710366,569.0,New York,42.0,1,0.0,1,1,1,83630,1
15710543,629.0,New Jersey,46.0,1,130666.2,1,1,1,161126,1
15710689,578.0,New York,40.0,6,63609.92,1,0,0,74966,1
15710743,621.0,New Jersey,47.0,0,0.0,1,1,1,133831,1
15711028,534.0,New Jersey,52.0,1,0.0,3,1,1,104035,1
15711219,788.0,Connecticut,57.0,8,93716.72,1,1,1,180150,1
15711314,589.0,New York,45.0,1,0.0,1,0,0,125939,1
15711446,569.0,New York,51.0,3,0.0,3,1,0,75085,1
15711455,740.0,Connecticut,36.0,4,109044.6,1,0,0,94555,1
15711618,704.0,Connecticut,39.0,1,124640.51,1,1,0,116511,1
15711716,580.0,New Jersey,56.0,1,131368.3,1,1,0,106919,1
15711789,768.0,New York,42.0,3,0.0,1,0,0,161243,1
15711834,650.0,New York,30.0,6,0.0,1,0,0,67997,1
15711843,613.0,Connecticut,40.0,1,147856.82,3,0,0,107961,1
15712403,589.0,New Jersey,61.0,1,0.0,1,1,0,61109,1
15712483,608.0,New York,28.0,4,0.0,2,1,0,10900,1
15712536,625.0,New Jersey,36.0,3,0.0,2,1,0,41295,1
15712551,622.0,Connecticut,58.0,7,116922.25,1,1,0,120416,1
15712807,556.0,New York,46.0,3,131764.96,1,1,1,108501,1
15712813,520.0,Connecticut,43.0,3,150805.17,3,0,1,25333,1
15712849,632.0,Connecticut,41.0,3,126550.7,1,0,0,177645,1
15713354,597.0,Connecticut,22.0,6,101528.61,1,1,0,70529,1
15713370,657.0,New York,36.0,8,188241.05,2,0,0,183059,1
15713426,637.0,Connecticut,30.0,1,122185.53,1,1,0,102566,1
15713440,519.0,Connecticut,21.0,1,151701.45,3,1,1,170139,1
15713463,645.0,Connecticut,41.0,2,138881.04,1,1,0,129937,1
15713483,793.0,New York,52.0,2,0.0,1,1,0,159124,1
15713655,720.0,New Jersey,38.0,10,0.0,2,1,1,56230,1
15713774,644.0,New York,46.0,6,12459.19,1,0,0,156787,1
15713826,613.0,Connecticut,20.0,0,117356.19,1,0,0,113558,1
15713845,688.0,New Jersey,38.0,7,148045.68,1,1,0,175480,1
15713975,565.0,Connecticut,47.0,10,139756.12,1,1,0,165849,1
15714062,690.0,New Jersey,40.0,9,77641.99,1,0,0,189052,1
15714241,749.0,New York,42.0,9,222267.63,1,0,0,101109,1
15714391,563.0,New Jersey,35.0,2,183572.84,1,1,1,66007,1
15714466,846.0,New Jersey,41.0,5,0.0,3,1,0,3440,1
15714485,774.0,New Jersey,60.0,5,85891.55,1,1,0,74135,1
15714575,742.0,Connecticut,44.0,8,107926.02,1,0,1,17375,1
15714981,476.0,New Jersey,37.0,4,0.0,1,1,1,55776,1
15715047,640.0,New York,43.0,9,172478.15,1,1,0,191084,1
15715142,739.0,Connecticut,45.0,7,102703.62,1,0,1,147803,1
15715622,583.0,New Jersey,57.0,3,238387.56,1,0,1,147965,1
15715673,651.0,New York,46.0,4,89743.05,1,1,0,156426,1
15715750,646.0,Connecticut,44.0,2,113063.83,1,0,0,53072,1
15715907,699.0,New Jersey,64.0,9,113109.52,1,1,0,27981,1
15716085,739.0,New York,41.0,8,0.0,1,1,0,191695,1
15716381,666.0,Connecticut,50.0,7,109062.28,1,1,1,140136,1
15716491,710.0,New York,51.0,4,93656.95,1,0,1,141401,1
15716608,651.0,New York,38.0,2,0.0,3,1,0,67030,1
15716609,484.0,Connecticut,54.0,3,134388.11,1,0,0,49955,1
15716994,559.0,New York,24.0,3,114739.92,1,1,0,85891,1
15717191,508.0,New Jersey,49.0,1,93817.41,2,1,1,132469,1
15717286,675.0,New York,40.0,8,79035.95,1,1,0,142784,1
15717328,842.0,New Jersey,37.0,4,132446.08,2,1,0,87071,1
15717398,549.0,New York,39.0,7,0.0,1,0,0,81259,1
15717489,835.0,New Jersey,23.0,9,0.0,1,1,0,19794,1
15717560,580.0,New Jersey,50.0,0,125647.36,1,1,0,57541,1
15717770,850.0,New York,55.0,7,0.0,1,0,0,171763,1
15717984,477.0,New Jersey,47.0,9,144900.58,1,1,0,61315,1
15718057,760.0,New Jersey,51.0,2,100946.71,1,0,0,179615,1
15718242,725.0,Connecticut,47.0,1,104887.43,1,0,0,86623,1
15718281,706.0,Connecticut,67.0,1,123276.69,2,1,1,86508,1
15718289,553.0,Connecticut,46.0,3,82291.1,1,1,0,112550,1
15718465,671.0,Connecticut,51.0,3,96891.46,1,1,0,176403,1
15718507,647.0,Connecticut,37.0,3,116509.99,1,1,1,149518,1
15718765,501.0,New York,43.0,6,104533.24,1,0,0,81124,1
15718893,404.0,Connecticut,54.0,4,125456.07,1,1,0,83716,1
15718912,608.0,Connecticut,44.0,5,126147.84,1,0,1,132425,1
15719302,765.0,New Jersey,50.0,9,126547.8,1,1,1,79580,1
15719348,513.0,New Jersey,35.0,8,0.0,1,1,0,76640,1
15719377,804.0,New Jersey,50.0,4,0.0,1,1,1,8547,1
15719426,529.0,New Jersey,67.0,8,103101.56,2,1,1,154002,1
15719508,575.0,Connecticut,49.0,7,121205.15,4,1,1,168081,1
15719940,628.0,Connecticut,51.0,10,115280.49,2,0,0,12629,1
15719991,727.0,New York,52.0,1,154733.97,1,1,0,80260,1
15720071,535.0,New Jersey,49.0,3,0.0,1,0,0,61820,1
15720155,630.0,Connecticut,29.0,6,131354.39,1,0,1,9324,1
15720305,591.0,New York,40.0,1,86376.29,1,0,1,136767,1
15720371,652.0,New Jersey,51.0,3,0.0,1,1,0,173989,1
15720511,547.0,Connecticut,41.0,3,151191.31,1,1,0,175296,1
15720559,487.0,Connecticut,61.0,5,110368.03,1,0,0,11384,1
15720583,745.0,Connecticut,44.0,0,119638.21,1,1,1,34265,1
15720636,628.0,New Jersey,50.0,4,143054.56,1,0,1,109609,1
15720637,710.0,Connecticut,46.0,10,120530.34,1,1,0,166587,1
15720687,576.0,New Jersey,41.0,4,112609.91,1,0,0,191035,1
15720702,789.0,New Jersey,37.0,3,0.0,1,1,0,121884,1
15720774,850.0,New York,44.0,7,89118.26,1,1,0,104241,1
15720919,667.0,New Jersey,42.0,7,0.0,1,0,1,108349,1
15720929,604.0,New Jersey,47.0,8,62094.71,3,0,0,9308,1
15720943,747.0,New Jersey,45.0,1,114959.12,1,1,0,189362,1
15721007,776.0,Connecticut,33.0,8,115130.34,1,0,0,129526,1
15721426,606.0,Connecticut,65.0,10,126306.64,3,0,0,7862,1
15721460,678.0,New Jersey,60.0,8,185648.56,1,0,0,192157,1
15721507,713.0,New Jersey,32.0,1,117094.02,1,0,0,149559,1
15721582,644.0,Connecticut,40.0,4,77270.08,2,1,1,115800,1
15721658,672.0,New York,56.0,2,209767.31,2,1,1,150694,1
15722010,621.0,New York,53.0,9,170491.84,1,1,0,35588,1
15722246,742.0,New Jersey,60.0,4,0.0,1,1,1,13162,1
15722632,716.0,Connecticut,50.0,2,119655.77,1,1,1,12944,1
15722731,653.0,New Jersey,46.0,0,119556.1,1,1,0,78250,1
15722902,652.0,Connecticut,50.0,8,125437.64,1,1,1,17161,1
15722965,757.0,New Jersey,57.0,3,89079.41,1,1,1,53179,1
15722991,567.0,New Jersey,54.0,9,96402.96,1,0,0,52035,1
15723008,720.0,New Jersey,45.0,1,102882.4,2,1,1,35633,1
15723263,495.0,Connecticut,34.0,9,117160.32,1,1,1,116069,1
15723299,774.0,New Jersey,53.0,4,113709.28,1,1,1,153888,1
15723318,619.0,New Jersey,55.0,0,0.0,3,0,0,60811,1
15723488,668.0,Connecticut,47.0,7,106854.21,1,0,1,157959,1
15723717,483.0,Connecticut,41.0,1,118334.44,1,0,0,163148,1
15723864,828.0,New York,47.0,1,109876.82,2,1,0,83611,1
15723950,684.0,New York,40.0,2,70291.02,1,1,1,115469,1
15724076,815.0,New York,57.0,5,0.0,3,0,0,38941,1
15724154,625.0,Connecticut,49.0,4,128504.76,1,1,0,126813,1
15724161,644.0,New Jersey,40.0,9,137285.26,4,1,0,77064,1
15724223,545.0,New Jersey,55.0,5,0.0,1,0,0,10035,1
15724251,682.0,Connecticut,29.0,6,101012.77,1,0,0,32590,1
15724321,516.0,Connecticut,47.0,9,128298.74,1,0,0,149614,1
15724623,704.0,Connecticut,24.0,7,113034.22,1,1,0,162503,1
15724848,516.0,New Jersey,46.0,1,104947.72,1,1,0,115789,1
15724858,688.0,New Jersey,54.0,9,0.0,1,1,0,191213,1
15724863,420.0,New York,55.0,4,91893.32,1,1,0,144870,1
15725141,716.0,New Jersey,44.0,3,109528.28,1,1,0,27342,1
15725665,679.0,New Jersey,47.0,10,198546.1,2,1,0,191199,1
15725679,531.0,New Jersey,47.0,6,0.0,1,0,0,194998,1
15725794,659.0,New Jersey,49.0,1,0.0,1,1,0,116250,1
15725835,785.0,Connecticut,32.0,3,124493.03,2,0,1,52584,1
15725906,665.0,New York,51.0,8,0.0,1,1,1,38928,1
15725945,659.0,New York,42.0,2,0.0,1,0,0,162734,1
15726103,689.0,Connecticut,55.0,1,76296.81,1,1,0,42365,1
15726179,757.0,Connecticut,43.0,5,131433.33,2,1,1,3497,1
15726403,660.0,Connecticut,41.0,1,129901.21,1,1,0,26026,1
15726490,782.0,New York,52.0,4,0.0,1,1,1,52760,1
15726494,481.0,New Jersey,44.0,9,175303.06,1,1,0,65501,1
15726720,480.0,New Jersey,40.0,7,0.0,1,1,0,170333,1
15726791,637.0,New York,45.0,2,157929.45,1,1,1,145134,1
15726855,805.0,Connecticut,45.0,9,116585.97,1,1,0,189429,1
15726931,715.0,New Jersey,41.0,8,56214.85,2,0,0,92983,1
15727177,557.0,New Jersey,42.0,6,177822.03,1,1,0,150944,1
15727197,576.0,New Jersey,52.0,9,170228.59,2,0,0,148478,1
15727299,445.0,New York,62.0,1,64119.38,1,1,1,76570,1
15727317,533.0,Connecticut,49.0,1,102286.6,3,1,0,69409,1
15727353,650.0,New Jersey,64.0,7,142028.36,1,1,0,32275,1
15727384,705.0,Connecticut,43.0,10,146547.78,1,0,1,10073,1
15727490,661.0,New Jersey,47.0,5,0.0,1,0,1,107243,1
15727619,753.0,Connecticut,46.0,9,113909.69,3,1,0,92320,1
15727811,661.0,Connecticut,47.0,0,109493.62,1,0,0,188324,1
15727868,711.0,New Jersey,38.0,2,129022.06,2,1,1,14375,1
15728224,710.0,Connecticut,41.0,9,149155.53,2,1,0,42131,1
15728456,604.0,New Jersey,33.0,3,0.0,1,1,0,42171,1
15728564,682.0,New Jersey,41.0,6,0.0,2,0,1,134158,1
15728669,584.0,Connecticut,30.0,8,112013.81,1,1,0,177772,1
15728706,534.0,New Jersey,49.0,7,0.0,1,1,0,13566,1
15728838,578.0,New Jersey,45.0,1,148600.91,1,1,0,143397,1
15728917,598.0,New Jersey,48.0,6,120682.53,1,1,0,30636,1
15728963,617.0,Connecticut,51.0,10,167273.71,1,0,0,93440,1
15729110,729.0,New York,42.0,7,0.0,2,1,0,58268,1
15729201,682.0,New Jersey,55.0,9,0.0,1,1,0,153357,1
15729238,631.0,Connecticut,48.0,1,106396.48,1,1,1,150661,1
15729489,762.0,Connecticut,34.0,8,98592.88,1,0,1,191790,1
15729557,850.0,Connecticut,36.0,5,119984.07,1,1,0,191535,1
15729718,610.0,New Jersey,41.0,6,0.0,3,0,0,56119,1
15729771,799.0,Connecticut,31.0,9,154586.92,1,0,1,88605,1
15729954,586.0,New Jersey,28.0,5,0.0,3,1,0,170487,1
15730038,706.0,New Jersey,23.0,5,0.0,1,0,0,164128,1
15730044,809.0,Connecticut,42.0,6,64497.94,3,0,1,182437,1
15730076,651.0,New Jersey,45.0,1,0.0,1,1,0,67740,1
15730287,679.0,New Jersey,41.0,8,147726.98,3,1,0,172749,1
15730394,709.0,New Jersey,43.0,8,0.0,2,0,0,168036,1
15730433,580.0,Connecticut,38.0,1,128218.47,1,1,0,125954,1
15730688,548.0,New Jersey,28.0,8,116755.5,2,1,1,158585,1
15730759,561.0,New Jersey,27.0,9,135637.0,1,1,0,153080,1
15730793,699.0,Connecticut,54.0,3,111009.32,1,1,1,155906,1
15731148,558.0,New Jersey,33.0,0,108477.49,1,1,1,109097,1
15731555,595.0,Connecticut,45.0,9,106000.12,1,0,0,191449,1
15731790,697.0,Connecticut,38.0,6,132591.36,1,1,1,7388,1
15731815,529.0,New York,63.0,4,96134.11,3,1,0,108733,1
15731951,689.0,New York,28.0,5,95328.6,1,1,0,6130,1
15732061,850.0,Connecticut,45.0,1,121874.89,1,0,0,6865,1
15732202,615.0,New Jersey,34.0,1,83503.11,2,1,1,73125,1
15732266,553.0,Connecticut,53.0,5,127997.83,1,1,0,165379,1
15732270,727.0,New York,71.0,8,0.0,1,1,1,198447,1
15732281,680.0,Connecticut,34.0,6,146422.22,1,1,0,67143,1
15732437,504.0,Connecticut,44.0,0,131873.07,2,1,1,158037,1
15732438,561.0,New Jersey,43.0,4,0.0,4,0,0,18523,1
15732643,386.0,New York,53.0,1,131955.07,1,1,1,62515,1
15732644,567.0,New York,54.0,5,92316.31,2,1,0,158591,1
15732917,729.0,Connecticut,46.0,5,117837.43,1,1,0,104017,1
15732943,574.0,New York,36.0,4,77967.5,1,1,0,167067,1
15733234,777.0,New Jersey,58.0,4,0.0,1,1,1,62449,1
15733247,850.0,New Jersey,33.0,10,0.0,1,1,0,4862,1
15733261,688.0,New York,35.0,6,0.0,1,1,0,25488,1
15733361,651.0,Connecticut,45.0,6,86714.06,1,1,0,85870,1
15733447,562.0,New Jersey,51.0,1,124662.54,1,1,1,65390,1
15733777,817.0,New Jersey,44.0,8,0.0,1,0,0,65502,1
15733872,791.0,Connecticut,33.0,10,130229.71,2,0,0,54020,1
15733888,668.0,New York,36.0,3,133686.52,1,1,0,190958,1
15733966,496.0,Connecticut,55.0,4,125292.53,1,1,1,31533,1
15733973,850.0,New Jersey,42.0,8,0.0,1,1,0,19633,1
15734008,727.0,Connecticut,59.0,5,152581.06,1,1,0,71830,1
15734524,653.0,New Jersey,51.0,3,0.0,1,1,0,170427,1
15734610,543.0,New Jersey,42.0,4,89838.71,3,1,0,85984,1
15734649,779.0,New York,55.0,0,133295.98,1,1,0,22833,1
15734711,373.0,New Jersey,42.0,7,0.0,1,1,0,77786,1
15734762,602.0,New Jersey,56.0,3,115895.22,3,1,0,4176,1
15735246,798.0,New York,58.0,9,0.0,2,0,0,119072,1
15735270,767.0,New York,47.0,2,0.0,1,1,0,48161,1
15735572,629.0,New Jersey,59.0,9,113657.83,1,1,1,116849,1
15735636,604.0,New Jersey,53.0,2,121389.78,1,1,1,48202,1
15735878,850.0,Connecticut,47.0,10,134381.52,1,0,0,26813,1
15735909,607.0,Connecticut,39.0,8,105103.33,1,1,0,104722,1
15736008,644.0,New Jersey,46.0,9,95441.27,1,1,0,108761,1
15736069,767.0,Connecticut,35.0,6,132253.22,1,1,0,115567,1
15736078,730.0,Connecticut,33.0,7,130367.87,1,1,0,15142,1
15736126,850.0,Connecticut,55.0,0,98710.89,1,1,1,83617,1
15736250,781.0,New Jersey,38.0,2,117810.79,1,0,1,65632,1
15736420,596.0,New Jersey,21.0,4,210433.08,2,0,1,197298,1
